seed,theta1_stage0,theta1_final,theta2_stage0_0,theta2_stage0_1,theta3_final_0,theta3_final_1,theta1_stage0_err,theta1_final_err
0.0,0.29735997333110636,0.5,1.5218367339156902,0.7735685639105647,0.19699900089407388,0.09700363634519509,-0.0026400266688936247,0.2
