seed,theta10_0_1,theta10_0_2,theta10_0_3,theta10_0_4,theta10_0_5,theta1_0_1,theta1_0_2,theta1_0_3,theta1_0_4,theta1_0_5,theta2_0_1,theta2_0_2,theta2_0_3,theta2_0_4,theta2_0_5,theta2_1_1,theta2_1_2,theta2_1_3,theta2_1_4,theta2_1_5,theta3_0_1,theta3_0_2,theta3_0_3,theta3_0_4,theta3_0_5
349,1.7388580128293367,1.3648129486721088,1.1344577048563986,1.0240564473926752,0.9805943736745031,1.2061618768387683,1.0713112978563228,1.0174136261365103,0.9973904470781711,0.9894508243048485,0.8518687810100443,0.8552187803564854,0.8516103771427278,0.8376393201959409,0.8307309546967544,0.7332179181532483,0.9168349732000172,0.963711201888977,0.9703644670506547,0.9698554549869157,1.006527405686298,0.9976136661704733,1.0020542796555312,1.0011585738587403,1.0008663853206203
350,0.1,0.7891643349750698,0.9445805043667945,1.0063443217232706,1.0334851413099788,0.9235300156201903,0.9997864883292141,1.0284927647017195,1.041990006434611,1.0471875656105116,1.0016852565614256,1.0779063590518654,1.0998903765909855,1.0961431619535826,1.0923400645607657,0.6816660321155661,0.8516304997746657,0.9002948294441863,0.9146600517907605,0.9186997227267935,1.0264152639075348,1.0291029445783557,1.033839555482956,1.032442783394368,1.0322293006807386
351,0.1,0.7254958578819518,0.8568661953856328,0.8999754050341097,0.9167537512959666,0.8809075336090991,0.9482101325801529,0.9663550274960703,0.9741608391353204,0.9767454863138055,0.8843616697566209,0.9070584927818143,0.9130849431092012,0.9044345358383941,0.8996096591857393,0.6854147096780072,0.8350664142781528,0.8735404426513812,0.8808757125475927,0.8816949698611731,1.0136558900724166,1.0074964345787658,1.0116186594954664,1.0106426886631155,1.0104261902855667
352,0.2560155686076708,0.7651092963903279,0.8788834299042171,0.9114301631947351,0.9228189192890508,0.8786463503932659,0.9267433811216987,0.9397014115880737,0.945314084225617,0.9469243030572008,0.812478276020148,0.8064401532857783,0.8035613052376485,0.793075831082029,0.7882941405302721,0.6944345498368499,0.8361714903825572,0.8696821639723844,0.8736489421749426,0.8730910980580633,0.9888701336831489,0.9830506235313629,0.9873328229297796,0.9866059903080978,0.9863988899968607
353,1.99398090142718,1.5386634540088435,1.2300558084441378,1.0785991535137602,1.0181022002514564,1.2675319664599676,1.0751203835825809,0.9969702499698211,0.9666774113341859,0.9550143101787167,0.8820853761242168,0.8466916372329303,0.8363278372114054,0.822658593233986,0.8168604492677535,0.7661434858794984,0.9098132865840448,0.940748054597211,0.9422894930994508,0.9405827458997231,1.009831670330375,0.9996030266472818,1.0039491360194719,1.0031933753228093,1.0029881636354987
354,2.0,1.5085420536599368,1.2035662118574577,1.0506667310145157,0.9897700488753866,1.2541683498989626,1.0655456449922116,0.9890324804578428,0.9595290919420574,0.9482987993275208,0.8490783531405304,0.8208510578569406,0.8182065326520733,0.8058045058179611,0.799823446326853,0.8666534538561218,1.0302498822632857,1.0722055849867955,1.0763517891826648,1.0752325549363626,0.9963299087946493,0.9817913915839529,0.9865391897777062,0.9859608025988971,0.9857116292870834
355,0.1,0.7654315826671001,0.9094388807267734,0.9573513022518995,0.9765648234212017,0.8584578678475638,0.9322619543526677,0.9543433641993205,0.9638247910199133,0.9670182992129621,0.9180799697269592,0.9397076622342526,0.944880880835485,0.9339473415568126,0.9277744153463273,0.7354826398461943,0.9075968781996158,0.9533725785686094,0.9621505274612746,0.9630246585750124,1.0197162812492346,1.012619246964086,1.0173699614166238,1.0162317893732717,1.0159433395380744
356,1.9737214150733289,1.5626954730272204,1.2642705767280435,1.1036580105382225,1.0317295220032827,1.3041269550775259,1.1145683618470246,1.0333736350468437,0.9978309464662446,0.9812931061530078,0.9813448443487885,1.0345872811988277,1.0741029197220344,1.0733971721186124,1.0698157801336656,1.015577091857927,1.2005738414657303,1.2676667847909089,1.2878318743823267,1.294735946669049,0.9959708641736291,0.9868422136598396,0.9956850384485392,0.9944143488370645,0.994033714033749
357,0.1,0.8139839855355006,0.957855372527856,0.9991133235670117,1.0135344069844194,0.8816006563024075,0.9634556553328202,0.982931116440639,0.9897733291126756,0.9918693122191009,0.8218116726863629,0.8114180036211707,0.807633480821848,0.796544909136142,0.791469043389645,0.7012993199753452,0.8478015143691673,0.8823755550113008,0.8862875876711094,0.8856181157455979,1.0110411504722319,0.9994676486045662,1.002954095873591,1.0022958609612163,1.002123896079542
358,1.9039054181861204,1.469283474586919,1.177335365496549,1.0372264755417577,0.9786887696549241,1.2512454779904247,1.0740426050843768,1.0031745941994306,0.9748728627258132,0.9631371532904635,0.8924766724385864,0.9264443926927497,0.9298265398856664,0.9183756894563626,0.9120230480421389,0.7045866317766379,0.8940721641746646,0.9436905181254321,0.9534358558515228,0.9543743186044263,0.9548429671966777,0.9523142354684898,0.9565383060088144,0.9554725493136119,0.9552031072888708
359,2.0,1.610308770391039,1.3007404124984803,1.1405466714747194,1.0710396768517976,1.3004010994023558,1.1012368567134774,1.0161309400357024,0.9794003475855094,0.963649217568603,0.9832118365270959,0.9700147074814928,0.964788978644909,0.9496886786021694,0.9422406414013031,0.8291910346703814,1.002040752597492,1.0432948303153837,1.0484706039214469,1.0475945395632154,0.9976306405094741,0.9884811368233157,0.993399500330596,0.9922540460804156,0.9919612951799017
360,2.0,1.7020622817365092,1.3875254058001996,1.2298913033742254,1.1538004519823075,1.3961760328211963,1.1992769882559597,1.1161142161679076,1.0752840758490019,1.055358497740113,1.1236740327279127,1.1733809157784438,1.1769936570662884,1.162231749998735,1.1531722640731623,0.7989336069687282,1.0237488113613267,1.0833955820045595,1.0984986242898844,1.1012180586567464,0.9714282043053395,0.9731294737819097,0.9771465694860639,0.9751099781561292,0.9747187830158239
361,0.1,0.7471072245169742,0.87933450857584,0.9188602556367702,0.9331857426150236,0.9230302092267803,0.99160792913484,1.0060665168053289,1.0127689283528558,1.0148137978224032,0.8444240711118156,0.8432561606389792,0.8415446992480542,0.8304788740956203,0.8251636427755725,0.7285507949250074,0.8839719008914995,0.921786106733317,0.9268853449084287,0.9265157229287285,0.9730476338303256,0.9659353774623467,0.9700797502038044,0.9693274469020643,0.9691088400750041
362,2.0,1.6589580181789705,1.3528361737773904,1.2273438361246178,1.1653553621968022,1.3581126280676825,1.17022325404515,1.1040153439743574,1.0688617064200137,1.0520587073247993,1.0605228857143327,1.249922629908153,1.3200176473387,1.3417635129801329,1.3495863192909683,0.6588491659699925,0.832506702172219,0.8931595525397041,0.9211681865390733,0.9337400976199435,1.0053206274609692,1.0174493451890632,1.0210050212294604,1.0200455990156476,1.0201171602843395
363,0.1,0.7824738432607846,0.9501251148987476,1.0189360357615513,1.0530197345627275,0.8981602150990023,0.9794696361258749,1.0116219406988838,1.0289786195492459,1.0359579613820111,1.1192260093410815,1.1951955885466665,1.2227087080342587,1.2127333128100655,1.2040670460778367,0.9017500241440061,1.1554267446061095,1.2379231170468215,1.263062701236705,1.2705145627279852,1.0510541609992723,1.0487771882785086,1.0571520615970404,1.0546141639904045,1.0540012111598471
364,1.8443916481187401,1.4685159808593828,1.1846067287939488,1.0299343317893608,0.9625532423958506,1.2692977003143135,1.1002405693953297,1.024788228874481,0.9941412001571248,0.9811940525092657,0.9698632746679985,0.9406117852160756,0.9288919779688625,0.9084964911814649,0.8985062870241566,0.9021327087378386,1.1142704631012037,1.1679309660857058,1.1732884516756403,1.1710568986002374,1.0069057466708067,0.9944430382371143,1.0001087759154905,0.9989555896669803,0.9985313780308016
365,0.1,0.7805304881089867,0.9376667555017042,1.0063959065456158,1.0377683622344493,0.8631704423521094,0.9385455102836605,0.9735680365282334,0.990030131962642,0.9969393151338286,1.0582482641640891,1.1657690192108792,1.1975805985342944,1.1985980634023967,1.1966300742232356,0.672297490711488,0.8505272083657786,0.9035625387946878,0.9220329203218809,0.9283129279137604,1.026440355448416,1.0344059801062562,1.0387299656978344,1.0372857661543877,1.0371430859430935
