parameter,mean,std
theta10_0_1,0.9884591529004854,0.053027473277649645
theta1_0_1,1.022690022774937,0.040232988992889136
theta2_0_1,0.9820082486086803,0.10507988787260458
theta2_1_1,0.7759772481550484,0.11138631819455924
theta3_0_1,1.0054266612764449,0.026508561000825753
