seed,theta10_0_1,theta10_0_2,theta10_0_3,theta1_0_1,theta1_0_2,theta1_0_3,theta2_0_1,theta2_0_2,theta2_0_3,theta2_1_1,theta2_1_2,theta2_1_3,theta3_0_1,theta3_0_2,theta3_0_3,theta3_1_1,theta3_1_2,theta3_1_3
44,0.3399510590148202,0.298854120766123,0.2982320515535712,0.3750118791904033,0.304028473597074,0.3053326767590589,1.5149245911925153,1.545774562920329,1.5547553819043112,0.8029265540361116,0.8206532794605828,0.826478782824566,0.10402839838246264,0.10154325851379668,0.10013090617144599,0.000551466649940625,-6.936618607893111e-06,-4.5107724792570485e-05
45,0.3349876450559614,0.2930834540814254,0.29200017094072617,0.3800278132372355,0.2997527463605771,0.30123325420826824,1.4212477091652107,1.4523073890868101,1.4604377264810218,0.7653825735711562,0.7852155108489225,0.7906028913705893,0.1038913197078839,0.10136544480726445,0.09986218065709732,0.0013082035814258714,0.0006641816367571879,0.0005504678574712828
46,0.3299996004318694,0.3069031083560604,0.3066427572368093,0.3624615804235201,0.3002631515900423,0.310283871512377,1.3930590983946909,1.426483862147464,1.434443737459176,0.7734609813163169,0.7966101095589749,0.8022854998472921,0.10307602149376066,0.1006754784714626,0.09921287872626458,-1.951449235567221e-05,-0.0005846107194818351,-0.000618862682560825
47,0.3287840960577761,0.2982891801287404,0.29828343900851145,0.36165766126150367,0.3034555501595468,0.30823622778753684,1.417487084846071,1.4515826655026067,1.459783670339463,0.7842509974006913,0.8067309070138801,0.8124675474215991,0.10346154131565347,0.10107596540662388,0.10002249376778263,0.000537134630155546,-1.8787454476521336e-05,7.230806468999686e-05
48,0.34732612816761343,0.30610358938240284,0.30516955167877186,0.37781962410562814,0.3079936267922972,0.31033833551681644,1.5709176626581205,1.6108172396949634,1.621001700758164,0.8629974265304399,0.8890842023832564,0.8960046548020534,0.10336221855334113,0.10123296967490088,0.09991684408082935,0.0018191813969011075,0.001241130853392406,0.001207047549017236
49,0.354822069899486,0.3018174857211432,0.3011362390945752,0.3995346972705176,0.31009088424871983,0.31190040086680215,1.5258489649902172,1.5582400363175175,1.5676829625723336,0.7547102875656206,0.7722270782091131,0.7778846556060027,0.10422772578144632,0.10162873271691251,0.10013103678769757,0.0005102815500757418,-0.00030077892326202106,-0.0004022835920782713
50,0.33387601525765087,0.3026823714369187,0.302269413618015,0.36710950936064873,0.30640495454239575,0.3118381997152905,1.4540604612243195,1.4866401609788926,1.4950030032495576,0.7880799242292078,0.8082780893976702,0.8139636516104377,0.10343346529071332,0.10116923849854775,0.09988958855386001,0.0005159211714931968,-6.233899832502986e-05,-0.00016011007328104745
51,0.3426637087345422,0.30349236574813143,0.3033545566396392,0.3814604307393407,0.31001994842600017,0.31119963084558094,1.4824171869701448,1.5126613626101566,1.521552612083541,0.7729427126094547,0.7916454716143171,0.7974840658695408,0.10362958979733089,0.10108572987226021,0.09960955979580043,0.00036479603086165836,-0.000307727820497092,-0.0003043892405813535
52,0.3435292948532524,0.29639406126765583,0.2954534047244964,0.3833989523516318,0.299008897456638,0.303432939675634,1.4575908250309384,1.4932739813450422,1.5018712589291738,0.7196859436651246,0.7404469242193823,0.7457324602645681,0.10364272082075977,0.10114795561473292,0.09980799274375167,0.001495258722365588,0.000827535854293055,0.0007609604765228661
53,0.33296922087007763,0.2963208217888952,0.29576892255031456,0.36242888382194455,0.298263165998785,0.30248116010653886,1.4687420011381216,1.4997563756261416,1.5082379479382204,0.7954982892537831,0.8125970022138931,0.8182304666905484,0.10351950355601554,0.10123285450633272,0.09984848470545131,0.0007197318216455205,7.386563098422224e-05,8.621403095252448e-06
54,0.3457519093315657,0.30601506024405767,0.3048835179609938,0.38669385170229537,0.3038725607254834,0.3106621275135403,1.4081767311254285,1.4429420796901569,1.4512342910680718,0.7314788925567642,0.7528893451287334,0.7581419024132582,0.10372302658344175,0.10127137137761771,0.10007764181203975,0.0009424884988972063,0.00038962185830268987,0.0003172811176245405
55,0.3472997376921635,0.29982729844587863,0.2982392038427159,0.38975859601656143,0.30441547784126405,0.3068868866359839,1.5158409516511175,1.5474998916716198,1.5566007431191586,0.7867703783432093,0.8048497247424594,0.8105217793346853,0.10372479838940009,0.10113568942055447,0.09974521056319834,0.0005164819449840807,-0.00022919630703041802,-0.00042226620772065635
56,0.3267357845769501,0.29555218717989445,0.2949230110666536,0.36978125555118047,0.29517226144458203,0.3034905912532473,1.4569936447427076,1.488980123518155,1.4977337148882508,0.8331837362317263,0.8540987299392387,0.8602004481597793,0.10375111179664401,0.1011712819739933,0.09948234894101453,0.0006863260707440028,0.00030021596589471507,0.00014632590444970298
57,0.3551323613065271,0.30825650544920813,0.30649231219767636,0.39641958012273926,0.31009590593064795,0.31542555300429176,1.4709154505172986,1.5075585453642344,1.5164023376951368,0.750308492605431,0.7730180063961916,0.7784440963386344,0.10343909763520362,0.10102508441142677,0.09964737974168743,0.001211452963001534,0.0005886400839197046,0.0004566589509705962
58,0.349956442203911,0.3023295135455689,0.3012086220991146,0.3919390618920109,0.30411153340765856,0.31162524020077076,1.5871532163538167,1.6241573290686049,1.634240856029032,0.8606175519845386,0.8841532083750905,0.8908621258858251,0.10368455815002652,0.10116531791944547,0.09992443972837402,0.000692278962578204,-0.0003012904207550092,-0.0004360732434532082
59,0.3547943390352373,0.30607401136935514,0.3045781358332917,0.38931843562635027,0.3140556674774027,0.3110456926777375,1.5923616002538352,1.6244746186613532,1.6347129418622766,0.8137225790545919,0.8303086107137468,0.8366305649413915,0.1035811951894677,0.1011571360563065,0.0999057448155361,0.0003579901655663607,-0.0004970240954301062,-0.0005855515467543224
60,0.34053618351605486,0.30702204268900063,0.3066941165242758,0.3769288601729294,0.30831690665776273,0.3117177170498995,1.3307663880815295,1.3620419637835544,1.369278543786868,0.6844736897917941,0.7043000030649391,0.708960637970923,0.10386074059182336,0.10124452854303805,0.09983480730928966,0.0007802753665597068,0.00017369425324100272,0.0001144442047171372
61,0.3404262449021821,0.30303706337289743,0.30225456105228315,0.38217540220079366,0.30675211991333,0.31048401326712977,1.4353619648625502,1.4687142421606207,1.4771279271770135,0.7695921672555516,0.7915552710670661,0.7970917078759406,0.10384364363543622,0.10151848133530586,0.10006522491668171,0.0008314915221544479,0.0005186007070131655,0.0004841041532493831
62,0.31844142748064613,0.29101290294866394,0.290481277993071,0.3540932418706786,0.29517365892716196,0.3000071304711055,1.4065508210808941,1.438858749522342,1.4469222626751856,0.8169771535701984,0.8383687546021092,0.844049380407152,0.10313935426268946,0.1009746243488195,0.09976065597041314,0.0005837894429119538,0.0002562256237028887,0.00020437037508707267
63,0.350715877532105,0.30503238288217743,0.30421163165842496,0.39338442565667114,0.31016749213630396,0.3158865563924259,1.5510571500706793,1.5864149585438314,1.5961439200594976,0.835752130205071,0.8561413374638046,0.862481176113114,0.10367647190129622,0.10094748165663914,0.09951721328509547,0.002043894835615195,0.0014544008713258908,0.0013323049021016402
64,0.3338033447367447,0.3029149158603007,0.3021307377996323,0.36817738558896623,0.30373690738155695,0.3113590872168811,1.4324500144181722,1.4711112270900248,1.479606181129794,0.8039722956411133,0.8293795053168062,0.8353732529194884,0.10353635254275113,0.10133441025148546,0.10023943925574302,0.0001631761136084994,-0.0004759355563066487,-0.0004920078791900345
65,0.3492182871643739,0.3067059238226475,0.3060405455593755,0.38592624791569435,0.30407737767879917,0.30970298945244285,1.4877336302375157,1.5255319887678034,1.5347810677646303,0.8189547572325613,0.8433045244384771,0.849451431856183,0.10355882529562509,0.10118280706204014,0.09987616590675823,0.0012108813161164625,0.0005495987956180909,0.0005624254047145482
66,0.35387616792085563,0.30182030853611586,0.2999972776515284,0.3940268329314706,0.30498934143222367,0.3103380910449061,1.5277734066136797,1.5610539179493934,1.5702981598123076,0.7631771548635328,0.7818854449689899,0.7875435333275752,0.10390095171837602,0.10138744864194597,0.10007279610513517,-9.435545582147666e-05,-0.000840072836594632,-0.0009488750594826104
67,0.34389979577530644,0.3039335937040141,0.30318645803986166,0.3792301981177136,0.30174010019904507,0.3085909715954715,1.553866705386738,1.584904198129069,1.5942960904186176,0.8174343270040026,0.8356855946859457,0.8417229540274308,0.10394123912134659,0.10138165817327037,0.09992439655706487,0.000688137940831088,0.0003139077646404317,0.00020946696122874678
68,0.3453782507481825,0.3021085897902903,0.3008211089667758,0.386257319205035,0.30650722934645885,0.3087174658467697,1.4904607808018973,1.5186975857662062,1.5274214609974825,0.816316907853425,0.8335135356846959,0.8392094214206066,0.10380288243805116,0.10140586582330297,0.10007121383464128,0.0009829255479951956,0.0003484087109698787,0.00029751478796764976
69,0.3295521425726867,0.29386801543905305,0.292917409177153,0.37288539689687566,0.296631164637922,0.3011393937399541,1.4776110598328764,1.511935526953199,1.5204767321026798,0.8003682863475572,0.8233181933437074,0.8291364586161376,0.104223868516196,0.10149233432922956,0.09994791380115113,0.00044550154404710956,-0.0003798047732219079,-0.0005468856747945941
70,0.3422156730833705,0.3012249990582541,0.3009894300902955,0.3807352140730641,0.30466450601173706,0.3069888238931254,1.53383966733528,1.5735560398592805,1.5832782077564862,0.824913659341674,0.8508670675053895,0.8573382513004617,0.10410508041291755,0.1015059113642931,0.10025299752748272,0.000849864476740695,0.000198786604239541,0.00022269694268941715
71,0.3364289695795971,0.3021038946832181,0.30170075399766283,0.38078237543788623,0.3039904958825287,0.31205190853873577,1.4250823432443402,1.4544818996510085,1.4626697784924436,0.7956429996853938,0.814441829475946,0.8200745917067026,0.10388961370299574,0.10143477251825939,0.10008398129806137,0.0007311947860649367,-2.365054581997503e-06,-5.484139906988794e-05
72,0.3392845993813948,0.2993692154819982,0.2986622907985887,0.38619404336873125,0.3051859847776523,0.3107532214106355,1.4240489305430644,1.4576247906478461,1.4657843931971781,0.7409470262185526,0.7596079330965045,0.7647136766204227,0.10389529804852357,0.10132564655362068,0.09991254989943855,0.00011398425493947968,-0.00036188872644361104,-0.0005032152372830564
73,0.3379367233674865,0.29864131069052274,0.297458799040107,0.3676786824535666,0.3034763794903775,0.3063285523583777,1.455951203759229,1.4832705487187947,1.491585265852437,0.7465256235769865,0.7616915451262977,0.7668510374497484,0.10373806640465287,0.10147146480660406,0.10030599917302681,0.0011877352056332384,0.0008108466984442141,0.0008021409176378611
74,0.33930819775227405,0.30283922507796346,0.30227979944108746,0.37774354407859523,0.30364627235387,0.3103956782275606,1.4849890736028593,1.518249761400323,1.5272232325345723,0.8264537626308368,0.8484499292070634,0.8546178366558114,0.10413786547611727,0.10143718516861004,0.09982979760026041,0.00034131144083737513,-0.00029107117788149274,-0.0004257211267117728
75,0.35097017756305404,0.30711059038168287,0.3054258498263592,0.3906421094732752,0.3046665500042819,0.31314457953206665,1.443809848013898,1.4737259631681523,1.4820397032777353,0.7592197079219728,0.7773210297095037,0.782522182893033,0.10362702332677658,0.10107768475727857,0.09968363848215366,0.0003006323661570576,-0.00024016151525798425,-0.0004030442419401405
76,0.34872324167688884,0.29998597390430637,0.2982945791609574,0.39322508937918293,0.31277361208291504,0.31275581656858065,1.469418291271304,1.5036310164650326,1.5125205511353217,0.774347735662827,0.7945370841488634,0.8001293094498162,0.10324708103687369,0.10077959645287526,0.09951609409861586,0.0012827199802126926,0.0006502203541108755,0.0006090798131517879
77,0.33139899709966136,0.2987381231529762,0.2982879840954309,0.3728077906969476,0.2992027137107878,0.3074422428065514,1.4827425148102384,1.5178736141374514,1.5270334931702416,0.8307841753439695,0.8542784130977704,0.8606595695704881,0.10364958383119863,0.10088214369271027,0.09943779971768248,0.000743151968039672,9.079488605919153e-05,-4.188143212050912e-05
78,0.34106346218768196,0.3036131557053983,0.3031486087179809,0.3793128399486924,0.3051908120675739,0.3098200681228391,1.426495593468412,1.4610307488140803,1.4693201767507351,0.7605368765450322,0.7824146566017464,0.7878969393893147,0.10376120671372435,0.101236779971748,0.09974196666480996,0.00030836038389237094,-0.00017772727624107843,-0.0002644649057309766
79,0.3389780286179269,0.2993645560449132,0.2992589576131532,0.38021921615096865,0.3025421019162406,0.30875943911808923,1.516934740707005,1.547413859917826,1.5564165375359649,0.8057350261584627,0.8245966836274996,0.8305203746055253,0.10385010024357869,0.10135107093785622,0.09982600006808652,0.0006336684610447745,5.1797831225444045e-05,-2.535828803844618e-06
